region,dki-fa
45_L,0.17222263532874876
47l_L,0.17278814434879333
a47r_L,0.16571771767156881
6r_L,0.16116406661703456
IFJa_L,0.150063849947341
IFJp_L,0.1544578848074109
IFSp_L,0.14757364162216574
IFSa_L,0.151477264231731
p9-46v_L,0.16036071489783302
46_L,0.15667387192869278
a9-46v_L,0.1588159323314353
9-46d_L,0.15195071195043833
9a_L,0.15703157151469538
10v_L,0.1665640365055193
a10p_L,0.14807103291392584
10pp_L,0.16843256867609951
11l_L,0.1609217969971927
13l_L,0.15348293820616368
OFC_L,0.1764675716043758
47s_L,0.17982448183378444
LIPd_L,0.14386650330139625
6a_L,0.14935511596996015
i6-8_L,0.15274651373966774
s6-8_L,0.16161795527168094
43_L,0.17410368286188263
OP4_L,0.1729140580517874
OP1_L,0.1697361115930425
OP2-3_L,0.16682676241720362
52_L,0.14712066206234609
RI_L,0.14922669854318524
PFcm_L,0.1643714225072394
PoI2_L,0.19457489806317102
TA2_L,0.16462236615598017
FOP4_L,0.16695362961683288
MI_L,0.17446660779144746
Pir_L,0.21970104720994144
AVI_L,0.17316682563013147
AAIC_L,0.2052506113763101
FOP1_L,0.17990234805319916
FOP3_L,0.16294963953805067
FOP2_L,0.16270464513799093
PFt_L,0.14507267985274552
AIP_L,0.14549523841713877
EC_L,0.18905782276519922
PreS_L,0.21744910389227615
H_L,0.16466041335088255
ProS_L,0.18458376137139795
PeEc_L,0.16918621472417408
STGa_L,0.17763818972676726
PBelt_L,0.1358761247876538
A5_L,0.1709532078067423
PHA1_L,0.18286581830154097
PHA3_L,0.15627026796231536
STSda_L,0.1609589176987072
STSdp_L,0.15679515975824082
STSvp_L,0.14288662887516096
TGd_L,0.17743317299404784
TE1a_L,0.16092962544552009
TE1p_L,0.15718423996022327
TE2a_L,0.16381151045263584
TF_L,0.16818415131478961
TE2p_L,0.16466980905929293
PHT_L,0.15472657945028678
PH_L,0.15469472509625415
TPOJ1_L,0.1580098210796832
TPOJ2_L,0.14793666695626803
TPOJ3_L,0.15059407577404
DVT_L,0.150413957046127
PGp_L,0.15641524180270636
IP2_L,0.13854950048532463
IP1_L,0.14136296819803398
IP0_L,0.14036966034699033
PFop_L,0.15985419187799985
PF_L,0.15970613818320253
PFm_L,0.15265817893918185
PGi_L,0.15300529419465547
PGs_L,0.15334466767096913
V6A_L,0.15090345447003178
VMV1_L,0.17227910428036716
VMV3_L,0.16166753658242616
PHA2_L,0.16154246270505598
V4t_L,0.15486197517673567
FST_L,0.1510938361029745
V3CD_L,0.15444821672638354
LO3_L,0.1495366128673996
VMV2_L,0.1621521838648857
31pd_L,0.15109914530191115
31a_L,0.1546490910363766
VVC_L,0.16994670894865224
25_L,0.1820443297918108
s32_L,0.15803740880703016
pOFC_L,0.180144125262269
PoI1_L,0.17716902139554525
Ig_L,0.1624622998580496
FOP5_L,0.16333248104864254
p10p_L,0.15425898643050698
p47r_L,0.1541121505893155
TGv_L,0.1760805432007663
MBelt_L,0.15608535517628183
LBelt_L,0.1446178972977137
A4_L,0.15002808734426348
STSva_L,0.14197798241134885
TE1m_L,0.1581621780219619
PI_L,0.15119106609227345
a32pr_L,0.15468480544488014
p24_L,0.16691909999998292
V1_R,0.1501590099459108
MST_R,0.14782139284006263
V6_R,0.13678449007811003
V2_R,0.15323013005991584
V3_R,0.15092356231388204
V4_R,0.1508041633158207
V8_R,0.15933971893123836
4_R,0.17518146986063163
3b_R,0.13346287069279592
FEF_R,0.15478351287137823
PEF_R,0.15558209510884816
55b_R,0.16172664511802556
V3A_R,0.1536823956136387
RSC_R,0.19213264299086075
POS2_R,0.1520070578535772
V7_R,0.15198619012103526
IPS1_R,0.13980893849927037
FFC_R,0.160872783781068
V3B_R,0.139633959972779
LO1_R,0.14471860249395588
LO2_R,0.15085192694366442
PIT_R,0.15808855551777412
MT_R,0.14809363378395182
A1_R,0.15240931365940935
PSL_R,0.15868296691782524
SFL_R,0.16940244656943643
PCV_R,0.15364456092681597
STV_R,0.15874617135493854
7Pm_R,0.15072981567744073
7m_R,0.15206040926018802
POS1_R,0.1776526415651114
23d_R,0.1574109033130001
v23ab_R,0.16661371659529167
d23ab_R,0.16033395712950196
31pv_R,0.14604337112302046
5m_R,0.1628010614278663
5mv_R,0.14929521898865591
23c_R,0.14329864024081782
5L_R,0.1523348234750579
24dd_R,0.1656403769811036
24dv_R,0.15216917909452377
7AL_R,0.14680845282809477
SCEF_R,0.16805628970197217
6ma_R,0.1575221041286667
7Am_R,0.1547746129425478
7Pl_R,0.1523910581153929
7PC_R,0.14824230648085446
LIPv_R,0.14664273288688398
VIP_R,0.15116682646583085
MIP_R,0.14792951995547218
1_R,0.1539860172942628
2_R,0.1431915036263027
3a_R,0.13416546878491778
6d_R,0.1581680143574249
6mp_R,0.1574861667987525
6v_R,0.17354330968805637
p24pr_R,0.16039555530790092
33pr_R,0.18352590042536474
a24pr_R,0.1611071866420075
p32pr_R,0.14973744688620563
a24_R,0.16654503839426735
d32_R,0.16386485712719273
8BM_R,0.17121263426746788
p32_R,0.1571991331286279
10r_R,0.14938070106208276
47m_R,0.1684780508519327
8Av_R,0.15674830989371794
8Ad_R,0.14658896381610548
9m_R,0.16901361840633342
8BL_R,0.16406280193616835
9p_R,0.15217769684777618
10d_R,0.16148429595429897
8C_R,0.15708228830547755
44_R,0.1719008205435582
45_R,0.178105774679846
47l_R,0.17856654394098492
a47r_R,0.16023428006467597
6r_R,0.1671898354884827
IFJa_R,0.15177500190174475
IFJp_R,0.15316994145762733
IFSp_R,0.14693032168855083
IFSa_R,0.15606286936340474
p9-46v_R,0.15483174450298834
46_R,0.15056136762542657
a9-46v_R,0.15519914492815784
9-46d_R,0.148272108063124
9a_R,0.15277474154288523
10v_R,0.16265349517334826
a10p_R,0.1502279047993901
10pp_R,0.16718622444750503
11l_R,0.1575196943682439
13l_R,0.15962391530120645
OFC_R,0.16848083694401003
47s_R,0.19123503378987236
LIPd_R,0.14328009029338026
6a_R,0.14686070319058514
i6-8_R,0.15148231093077924
s6-8_R,0.1573967022118347
43_R,0.17244089045358935
OP4_R,0.17249937965604217
OP1_R,0.16872108804067623
OP2-3_R,0.15988476819586456
52_R,0.14417681923297038
RI_R,0.1464765193373645
PFcm_R,0.1619920295425802
PoI2_R,0.19938663463490292
TA2_R,0.16590915446721946
FOP4_R,0.1612742857106212
MI_R,0.1835010080482216
Pir_R,0.21336446684614127
AVI_R,0.178537249326347
AAIC_R,0.20501667742097782
FOP1_R,0.17516299843958913
FOP3_R,0.1551824925993283
FOP2_R,0.1595156249599625
PFt_R,0.14463264913561186
AIP_R,0.13806497360279102
EC_R,0.18991375053455037
PreS_R,0.2088771836885445
H_R,0.16081106164644318
ProS_R,0.18077915155987412
PeEc_R,0.16819729035255312
STGa_R,0.17823993849934924
PBelt_R,0.14736341742161563
A5_R,0.16506697854255709
PHA1_R,0.18180581080184152
PHA3_R,0.146251066776432
STSda_R,0.15649747480299883
STSdp_R,0.14959583845971283
STSvp_R,0.14981921823635716
TGd_R,0.18058709826725133
TE1a_R,0.16807623896845358
TE1p_R,0.15351872797212934
TE2a_R,0.16457723482028536
TF_R,0.1660715567118637
TE2p_R,0.15943652206558157
PHT_R,0.15036824692437298
PH_R,0.1522558201021947
TPOJ1_R,0.15575895351560934
TPOJ2_R,0.14952612761718576
TPOJ3_R,0.14897490639018643
DVT_R,0.15661200987158316
PGp_R,0.15348305787485744
IP2_R,0.1400684022528757
IP1_R,0.14274812965816525
IP0_R,0.1432647419018244
PFop_R,0.16392842424236193
PF_R,0.15672581196148758
PFm_R,0.1517834082198837
PGi_R,0.1535804591950574
PGs_R,0.15179825620824525
V6A_R,0.15187913472096637
VMV1_R,0.16417987591785188
VMV3_R,0.14980285913365046
PHA2_R,0.15055849593964232
V4t_R,0.1530249917592488
FST_R,0.14890410995672168
V3CD_R,0.14384311612466558
LO3_R,0.1510043491128726
VMV2_R,0.15149279883337546
31pd_R,0.14791715031482458
31a_R,0.16172615711199798
VVC_R,0.15888203928403444
25_R,0.1889691181869662
s32_R,0.16379553749718412
pOFC_R,0.18523553796454628
PoI1_R,0.18324886612283137
Ig_R,0.16533914823546983
FOP5_R,0.16496641324555075
p10p_R,0.14800175134069765
p47r_R,0.16199935490898051
TGv_R,0.18108114964014985
MBelt_R,0.153184862400923
LBelt_R,0.1381887238784293
A4_R,0.16341343228436084
STSva_R,0.14744408879634233
TE1m_R,0.15956513806240508
PI_R,0.14890443493923605
a32pr_R,0.14857969927858908
p24_R,0.17108912803506354
