region,dki-fa
V1_L,0.15257887228438569
MST_L,0.1514970620908474
V6_L,0.13588706138748585
V2_L,0.15516880123302682
V3_L,0.1541328199460995
V4_L,0.15620220925184639
V8_L,0.17132398248495803
4_L,0.1705041377992539
3b_L,0.13174910785950536
FEF_L,0.15349561232536146
PEF_L,0.15249351217924545
55b_L,0.16146707565174773
V3A_L,0.1529875345198442
RSC_L,0.19063775495580088
POS2_L,0.15548863406635893
V7_L,0.15068902362664666
IPS1_L,0.1406048281731358
FFC_L,0.1626132967006843
V3B_L,0.13880742195733037
LO1_L,0.14760760053889477
LO2_L,0.15376324215890386
PIT_L,0.1605334801293879
MT_L,0.1516901672066836
A1_L,0.1495727505764494
PSL_L,0.14698354287759754
SFL_L,0.16723087430728872
PCV_L,0.1517219741700174
STV_L,0.1578704704752089
7Pm_L,0.15165700457424067
7m_L,0.15291420457755492
POS1_L,0.17809357287485864
23d_L,0.15142849698887736
v23ab_L,0.16446035016848654
d23ab_L,0.16002810379148208
31pv_L,0.14764686313365832
5m_L,0.16041451567104717
5mv_L,0.14035631035203586
23c_L,0.14407578040845506
5L_L,0.14636719445438717
24dd_L,0.16612390026842813
24dv_L,0.1524207333152923
7AL_L,0.15214186600289437
SCEF_L,0.16780702463670294
6ma_L,0.1638535461269816
7Am_L,0.155048131572616
7Pl_L,0.15748987618258928
7PC_L,0.15109154781049405
LIPv_L,0.15328507465253588
VIP_L,0.15714592856955933
MIP_L,0.15207393155409968
1_L,0.15862254850825183
2_L,0.15246736655848853
3a_L,0.13117050286182014
6d_L,0.15738619831385736
6mp_L,0.15789183077130534
6v_L,0.1704589570748697
p24pr_L,0.15542438713981974
33pr_L,0.17823020622797192
a24pr_L,0.14947532411027087
p32pr_L,0.15157491834618578
a24_L,0.17082659907125955
d32_L,0.16605990802009968
8BM_L,0.17237350713563607
p32_L,0.16346831404016116
10r_L,0.15320476865428412
47m_L,0.16980939773982037
8Av_L,0.16183681694746646
8Ad_L,0.15118512932924566
9m_L,0.17168605788930014
8BL_L,0.17042242114546302
9p_L,0.15777989888288757
10d_L,0.1662986341291361
8C_L,0.1615046006496971
44_L,0.1727224403302273
