region,odi
LO1_R,0.37843931024800675
LO2_R,0.3823458633789126
PIT_R,0.3754994946056588
MT_R,0.3866336574595717
A1_R,0.428986299987948
PSL_R,0.3418953636932975
SFL_R,0.3606237127657986
PCV_R,0.36990338007053264
STV_R,0.3551947054728817
7Pm_R,0.3733421425999856
7m_R,0.3703916098018052
POS1_R,0.35465739374768107
23d_R,0.36863441472812
v23ab_R,0.3641593924551824
d23ab_R,0.368656170985338
31pv_R,0.3845274048098252
5m_R,0.39504649930932595
5mv_R,0.38196177419091654
23c_R,0.3842220564182919
5L_R,0.38758338603196146
24dd_R,0.36789434726664233
24dv_R,0.3797501936080518
7AL_R,0.39073995761570063
SCEF_R,0.36222475068940096
6ma_R,0.38344284778086274
7Am_R,0.37231896515679685
7Pl_R,0.3726222098923769
7PC_R,0.3964010436561149
LIPv_R,0.3949314895035741
VIP_R,0.38536201429230615
MIP_R,0.3820417857814309
1_R,0.4046936992190579
2_R,0.40604019585400575
3a_R,0.4258289596493949
6d_R,0.39705561788509486
6mp_R,0.39356447236552367
6v_R,0.34170631080462044
p24pr_R,0.35411613416176385
33pr_R,0.33421826388509385
a24pr_R,0.3602064532319023
p32pr_R,0.3793312787002679
a24_R,0.3402636171554469
d32_R,0.33684836753801317
8BM_R,0.34126658970542106
p32_R,0.34813055146254257
10r_R,0.38652672512212904
47m_R,0.3832464555134689
8Av_R,0.37716479315239626
8Ad_R,0.3793859817362817
9m_R,0.3215529592049716
8BL_R,0.34941105476772105
9p_R,0.3528698810678152
10d_R,0.3363329530203741
8C_R,0.37367615248025277
44_R,0.34547226532314257
45_R,0.34629462365079294
47l_R,0.3550583923865535
a47r_R,0.3679580665797712
6r_R,0.3470698544394112
IFJa_R,0.38809587654595745
IFJp_R,0.3777805585190941
IFSp_R,0.40038782918295646
IFSa_R,0.3700323024213362
p9-46v_R,0.37677809091652564
46_R,0.3681117861007518
a9-46v_R,0.3647539068208296
9-46d_R,0.3667370328317987
9a_R,0.3487052036176714
10v_R,0.408829483659278
a10p_R,0.37807807880325606
10pp_R,0.40314483259734063
11l_R,0.40506801777648915
13l_R,0.4289485180276474
OFC_R,0.4831744251798539
47s_R,0.34626751619061674
LIPd_R,0.3897856691903524
6a_R,0.3957609729924946
i6-8_R,0.3908150112721431
s6-8_R,0.3732471716898199
43_R,0.35119766726524315
OP4_R,0.3390042635709019
OP1_R,0.35413272273945673
OP2-3_R,0.3709512386050976
52_R,0.4042851574082398
RI_R,0.3955968391768313
PFcm_R,0.35094004556097325
PoI2_R,0.3102617542027091
TA2_R,0.3691993952985697
FOP4_R,0.35941966513752543
MI_R,0.3199437584515675
Pir_R,0.3050979220281696
AVI_R,0.34390599089136936
AAIC_R,0.3024244767739829
FOP1_R,0.3431554668476347
FOP3_R,0.36488524117164295
FOP2_R,0.3597804620306045
PFt_R,0.3744596178594727
AIP_R,0.39392018029867276
EC_R,0.36666007371153203
PreS_R,0.3410303504810084
H_R,0.3878351571647568
ProS_R,0.35292033230068387
PeEc_R,0.40393527520991307
STGa_R,0.35023700892553267
PBelt_R,0.3997907368258009
A5_R,0.36435851171042716
PHA1_R,0.3596318717698064
PHA3_R,0.4001550852822372
STSda_R,0.38555584422311817
STSdp_R,0.38463463783382784
STSvp_R,0.360631349555013
TGd_R,0.37061551002643583
TE1a_R,0.36252341046562037
TE1p_R,0.3623666826718216
TE2a_R,0.39006048122082043
TF_R,0.41413385365196814
TE2p_R,0.3948929684637915
PHT_R,0.35998462438703727
PH_R,0.3721713963329287
TPOJ1_R,0.36251090700192984
TPOJ2_R,0.37017665864473814
TPOJ3_R,0.37536018226068163
DVT_R,0.36899464785288494
PGp_R,0.3581250969042882
IP2_R,0.38306020768925353
IP1_R,0.3805041921036548
IP0_R,0.37135929948373914
PFop_R,0.34039144931419973
PF_R,0.3508464976288758
PFm_R,0.3642295674272608
PGi_R,0.3609214358885205
PGs_R,0.3675254227977268
V6A_R,0.3778392843337473
VMV1_R,0.39467409866923936
VMV3_R,0.38782347890708063
PHA2_R,0.4072994978841442
V4t_R,0.37712326910409627
FST_R,0.3737256579291931
V3CD_R,0.37880886861235313
LO3_R,0.3698010081189057
VMV2_R,0.3910205172304392
31pd_R,0.3760594026514827
31a_R,0.35600681828492897
VVC_R,0.3900448474200502
25_R,0.37683438357402244
s32_R,0.38551966187372555
pOFC_R,0.3980263669934042
PoI1_R,0.3397402147149722
Ig_R,0.3628918162041211
FOP5_R,0.36362172262109793
p10p_R,0.3714553390781146
p47r_R,0.3588743317916032
TGv_R,0.39792386426658194
MBelt_R,0.41779549547681305
LBelt_R,0.426431933323716
A4_R,0.363868970112177
STSva_R,0.3872118449447103
TE1m_R,0.36663472752648896
PI_R,0.3947834850345761
a32pr_R,0.3695314515771747
p24_R,0.32434686489595166
