region,mk
IFJa_L,0.6040882766676693
IFJp_L,0.5991863727595366
IFSp_L,0.5873254969801809
IFSa_L,0.5742682233674393
p9-46v_L,0.5763578085125317
46_L,0.554720371469957
a9-46v_L,0.5673856273662764
9-46d_L,0.5567252329197097
9a_L,0.550880335796365
10v_L,0.69807618737121
a10p_L,0.5807017363808873
10pp_L,0.6434995713568314
11l_L,0.662040327450204
13l_L,0.7406335832662264
OFC_L,0.735314113668
47s_L,0.6808661816619859
LIPd_L,0.6053985800532761
6a_L,0.614203447721369
i6-8_L,0.598057127176646
s6-8_L,0.5944153786004674
43_L,0.6098842733693849
OP4_L,0.6037788346905728
OP1_L,0.6430088707755799
OP2-3_L,0.6744894247056575
52_L,0.6506467574708811
RI_L,0.6551716950827181
PFcm_L,0.6110079415254884
PoI2_L,0.6332397948655631
TA2_L,0.6217847130322393
FOP4_L,0.6266336746911542
MI_L,0.6056469144652397
Pir_L,0.7044433785535444
AVI_L,0.6486422804757805
AAIC_L,0.6484194321101885
FOP1_L,0.6293176550601114
FOP3_L,0.6249907793918907
FOP2_L,0.6335893036133395
PFt_L,0.5552925446156454
AIP_L,0.5875661374710173
EC_L,0.7565792574585192
PreS_L,0.7592395462634014
H_L,0.6901852410942853
ProS_L,0.6718703596484156
PeEc_L,0.7186059182319854
STGa_L,0.5891672286453529
PBelt_L,0.6251626553435138
A5_L,0.6040733068168929
PHA1_L,0.6899088612877782
PHA3_L,0.6607487650662703
STSda_L,0.606078873642647
STSdp_L,0.5996545072082369
STSvp_L,0.5588458812616082
TGd_L,0.653563781473905
TE1a_L,0.5931734423271827
TE1p_L,0.5689628076837581
TE2a_L,0.6349140201402877
TF_L,0.7072573216219166
TE2p_L,0.6479154816074469
PHT_L,0.5591975221851444
PH_L,0.5807542712663302
TPOJ1_L,0.5865689320598841
TPOJ2_L,0.5669648054755414
TPOJ3_L,0.577886123829622
DVT_L,0.5888588779119882
PGp_L,0.5683176235526259
IP2_L,0.5545415909956152
IP1_L,0.5627424619506989
IP0_L,0.5465032850565743
PFop_L,0.5651091115771782
PF_L,0.5655666035719399
PFm_L,0.554652611885664
PGi_L,0.5566550926120047
PGs_L,0.5602839505988063
V6A_L,0.5775249793341665
VMV1_L,0.6989745735812358
VMV3_L,0.6434440922422434
PHA2_L,0.6567489413991225
V4t_L,0.6011168142128177
FST_L,0.5757514593541061
V3CD_L,0.5837245689101419
LO3_L,0.571055343990508
VMV2_L,0.6613120551356857
31pd_L,0.583934160725059
31a_L,0.584890693749817
VVC_L,0.6710078279822845
25_L,0.7471514363409538
s32_L,0.7204803002148286
pOFC_L,0.759855705150285
PoI1_L,0.6306234481570183
Ig_L,0.6611875484905582
FOP5_L,0.6504578884254828
p10p_L,0.5789213307594284
p47r_L,0.5680331084602188
TGv_L,0.7040452100861092
MBelt_L,0.7017977322754768
LBelt_L,0.6776559935791409
A4_L,0.5961585041522948
STSva_L,0.5837483485347251
TE1m_L,0.5825776256900419
PI_L,0.6292086379948972
a32pr_L,0.5791835538264539
p24_L,0.5752943030738026
V1_R,0.6623623553031882
MST_R,0.6017470789983538
V6_R,0.6121134645841749
V2_R,0.6508657248075597
V3_R,0.6222883288434109
V4_R,0.6112807031024987
V8_R,0.6247336897641982
4_R,0.6793630003809878
3b_R,0.6646738790107264
FEF_R,0.6210089809063386
PEF_R,0.6047999553322339
55b_R,0.6011185228284489
V3A_R,0.5973566229901713
RSC_R,0.7368482203481239
POS2_R,0.6050506915441419
V7_R,0.5909407497954277
IPS1_R,0.5744733876553093
FFC_R,0.6432845968959334
V3B_R,0.5769121965261621
LO1_R,0.573606164349894
LO2_R,0.5939984061904933
PIT_R,0.6034821609686473
MT_R,0.5902420283257495
A1_R,0.7104774061785754
PSL_R,0.5449416309593756
SFL_R,0.6024438897193815
PCV_R,0.5891644392966554
STV_R,0.5533741120782938
7Pm_R,0.5709095635761497
7m_R,0.6016621172970478
POS1_R,0.6499424588045823
23d_R,0.6469890323014195
v23ab_R,0.6531339511136534
d23ab_R,0.6434376627674866
31pv_R,0.6087073211456816
5m_R,0.6664856235922434
5mv_R,0.6214082649955577
23c_R,0.5953946050305821
5L_R,0.5951770660438997
24dd_R,0.6688688575602003
24dv_R,0.6468712864748042
7AL_R,0.5600016302281914
SCEF_R,0.6450582327685577
6ma_R,0.6067576776834746
7Am_R,0.5657435081013942
7Pl_R,0.5615683342156116
7PC_R,0.5718254689848161
LIPv_R,0.5880714221470603
VIP_R,0.5686030705876103
MIP_R,0.5684119532395102
1_R,0.6232782966817032
2_R,0.5950093227179005
3a_R,0.6608849759763645
6d_R,0.6356910079591688
6mp_R,0.6287879247931082
6v_R,0.5815334948458188
p24pr_R,0.6211182156952332
33pr_R,0.6630950339442029
a24pr_R,0.6194633448506167
p32pr_R,0.6352586775731616
a24_R,0.6420767719415645
d32_R,0.6067738108447731
8BM_R,0.615783009176953
p32_R,0.6364818306676987
10r_R,0.6726680007169984
47m_R,0.7071916037070927
8Av_R,0.5988946700172799
8Ad_R,0.5964302583109568
9m_R,0.5854546024311658
8BL_R,0.5662639155929683
9p_R,0.5586774289000744
10d_R,0.5747638210987898
8C_R,0.6048909429369697
44_R,0.6041305229343517
45_R,0.6042880066775433
47l_R,0.6162362792021433
a47r_R,0.6086817238315029
6r_R,0.5943807389651624
IFJa_R,0.6271536099768984
IFJp_R,0.6137778656747289
IFSp_R,0.622027884175881
IFSa_R,0.5997417919737333
p9-46v_R,0.5885111424645865
46_R,0.5809061885674949
a9-46v_R,0.5897021404759583
9-46d_R,0.5742996270577405
9a_R,0.553111703858588
10v_R,0.6944350047126673
a10p_R,0.603390676564363
10pp_R,0.65609130962685
11l_R,0.6739677244603434
13l_R,0.7546278269961831
OFC_R,0.73683700058488
47s_R,0.6845291736926491
LIPd_R,0.5747913375370036
6a_R,0.6203819425926201
i6-8_R,0.6166502219058797
s6-8_R,0.5932159190936878
43_R,0.6085923010360351
OP4_R,0.5986165149101702
OP1_R,0.6361132640161512
OP2-3_R,0.6631077443879547
52_R,0.6564435417671307
RI_R,0.639086286376468
PFcm_R,0.5879445949259005
PoI2_R,0.6348945339605377
TA2_R,0.6365672663198768
FOP4_R,0.6442920715187327
MI_R,0.6159201261798062
Pir_R,0.7016173832226724
AVI_R,0.6586291961958675
AAIC_R,0.6434122212924814
FOP1_R,0.6370746216603436
FOP3_R,0.6345076760422667
FOP2_R,0.6404552361384319
PFt_R,0.5536284743095521
AIP_R,0.570519852409731
EC_R,0.7573986136973015
PreS_R,0.7580804580813572
H_R,0.6837830795267725
ProS_R,0.675555822017653
PeEc_R,0.7131619394226076
STGa_R,0.5863376059155825
PBelt_R,0.6319535676195656
A5_R,0.5807780633021308
PHA1_R,0.6882560230775353
PHA3_R,0.6500950837993072
STSda_R,0.5918296477080581
STSdp_R,0.5819897352138759
STSvp_R,0.5570498093027504
TGd_R,0.6595590489914475
TE1a_R,0.5860125822098607
TE1p_R,0.555974783877868
TE2a_R,0.6363380266199687
TF_R,0.7072694989375371
TE2p_R,0.6433206081656347
PHT_R,0.5468404678625096
PH_R,0.5796855700605228
TPOJ1_R,0.5652879594903863
TPOJ2_R,0.5622257833100953
TPOJ3_R,0.5605190120871414
DVT_R,0.6064693546298494
PGp_R,0.5461830930640923
IP2_R,0.5591619137187025
IP1_R,0.5567060101284703
IP0_R,0.562232885779764
PFop_R,0.5562526731868488
PF_R,0.543163656492184
PFm_R,0.549544385765083
PGi_R,0.5466496113398539
PGs_R,0.5444834747111603
V6A_R,0.5805586338460231
VMV1_R,0.6929468891026077
VMV3_R,0.6416870333389145
PHA2_R,0.6514121320008733
V4t_R,0.5878561380864266
FST_R,0.5675177105087347
V3CD_R,0.5637420794426632
LO3_R,0.5683383455043203
VMV2_R,0.6524987812669177
31pd_R,0.5999510318328919
31a_R,0.6052312729515049
VVC_R,0.6678455883596559
25_R,0.7356727902287825
s32_R,0.7218513782892373
pOFC_R,0.7589122002505837
PoI1_R,0.6328376217290655
Ig_R,0.6543501885393911
FOP5_R,0.6599050288812597
p10p_R,0.5901757118268393
p47r_R,0.5818128566644383
TGv_R,0.7012472501918445
MBelt_R,0.7136121601820432
LBelt_R,0.6564264255966719
A4_R,0.5875878248517313
STSva_R,0.5888868332078462
TE1m_R,0.5717308308060566
PI_R,0.6278375965827749
a32pr_R,0.6163457719532677
p24_R,0.6051550960477834
