region,rtpp
V1_L,50.71802055751204
MST_L,50.52087861421813
V6_L,50.15642366755099
V2_L,51.016008680243324
V3_L,51.126392367277084
V4_L,50.988519934103095
V8_L,51.700477858127535
4_L,50.755237269398705
3b_L,49.22816758750433
FEF_L,49.85707269187009
PEF_L,48.861116059772584
55b_L,49.598031587640435
V3A_L,50.31732881699171
RSC_L,51.865557780231505
POS2_L,50.40350306190191
V7_L,49.78970995388077
IPS1_L,49.59350938369787
FFC_L,50.960101599375136
V3B_L,49.977189477932974
LO1_L,50.2667193064829
LO2_L,50.94737655993296
PIT_L,50.95690668516302
MT_L,50.3649055430403
A1_L,50.00557086179691
PSL_L,49.20737374187179
SFL_L,50.44788416981181
PCV_L,50.66138397134555
STV_L,49.560195303587626
7Pm_L,50.131578847276735
7m_L,50.599538180934715
POS1_L,51.197432921363784
23d_L,50.518629572562254
v23ab_L,51.11140126199305
d23ab_L,51.10573754570024
31pv_L,50.82014906020359
5m_L,51.83294337166162
5mv_L,51.016126213321854
23c_L,49.77201310477975
5L_L,50.82160914270105
24dd_L,51.517952031933426
24dv_L,50.67980209098983
7AL_L,49.957936593457184
SCEF_L,51.22672840122037
6ma_L,49.9014827917012
7Am_L,50.21834970154624
7Pl_L,50.084521099214705
7PC_L,49.92402123552966
LIPv_L,49.82405661225432
VIP_L,50.15547101462249
MIP_L,50.03728525734154
1_L,50.194438048833824
2_L,49.6846878624093
3a_L,48.762153039217885
6d_L,50.476317993080535
6mp_L,50.695548165074094
6v_L,49.22963556844264
p24pr_L,49.946092844062086
33pr_L,50.620143634346505
a24pr_L,50.07431289710349
p32pr_L,50.94890340805395
a24_L,49.60468993738855
d32_L,49.93003192147764
8BM_L,51.06086771623929
p32_L,49.67106527462419
10r_L,50.269636074159386
47m_L,49.16524265735416
8Av_L,49.142792528511826
8Ad_L,48.86288013344865
9m_L,49.576600449706405
8BL_L,49.30006307365601
9p_L,48.14515134320371
10d_L,48.228518012625315
8C_L,48.98362577222002
44_L,48.969174675412
45_L,49.26546703917395
47l_L,48.58628268165624
a47r_L,48.13051863574601
6r_L,48.776115615304725
IFJa_L,49.39214590783027
IFJp_L,49.12346253404176
IFSp_L,48.976975264247194
IFSa_L,48.49831140739698
p9-46v_L,48.59802028059162
46_L,48.3303449977667
a9-46v_L,47.924508261858854
9-46d_L,48.2574050899017
9a_L,47.74601180143436
10v_L,50.19611075610381
a10p_L,47.84452388060832
10pp_L,48.70339411646679
11l_L,49.31455423170567
13l_L,50.93211540137348
OFC_L,52.001410697419644
47s_L,48.95577101631636
LIPd_L,49.607474448807345
6a_L,49.54227376015164
i6-8_L,49.784605954283904
s6-8_L,48.93259067560093
43_L,49.21655583685854
OP4_L,49.6749576310662
OP1_L,50.623841383992435
OP2-3_L,50.62832477632689
52_L,49.359187195593776
RI_L,50.22624140813978
PFcm_L,49.81141572867175
PoI2_L,47.966842899070784
TA2_L,49.36170373040115
FOP4_L,49.833599512657976
MI_L,48.17133847750504
Pir_L,47.71568625362005
AVI_L,48.786970126098765
AAIC_L,47.24509806202702
FOP1_L,49.89214899664196
FOP3_L,49.645168844309126
FOP2_L,50.57549663606169
PFt_L,49.17696812665885
AIP_L,49.4928051746301
EC_L,50.537422561563375
PreS_L,49.340957340071974
H_L,49.82262768046659
ProS_L,51.05843116989666
PeEc_L,50.66092230073315
STGa_L,48.118323603697256
PBelt_L,49.721218257364704
A5_L,49.15461749394735
PHA1_L,50.557767246234704
PHA3_L,51.26005178224408
STSda_L,48.93907982885029
STSdp_L,49.69237203844339
STSvp_L,49.50813802404994
TGd_L,49.03346943089605
TE1a_L,49.00164513505132
TE1p_L,49.79469381538466
TE2a_L,49.88769365168266
TF_L,51.2990936277647
TE2p_L,51.0686806640954
PHT_L,49.86716146760756
PH_L,50.66368911981712
TPOJ1_L,49.95284305787714
TPOJ2_L,50.19736610048171
TPOJ3_L,49.72743770496301
DVT_L,50.69723908752583
PGp_L,49.67090466259387
IP2_L,49.72006056253183
IP1_L,50.171625904540385
IP0_L,50.63538166990109
PFop_L,48.92785104675047
PF_L,49.05827520686063
PFm_L,49.50551718331121
PGi_L,49.72255488214298
PGs_L,49.76794750052031
V6A_L,50.23840097651454
VMV1_L,51.96332214527694
VMV3_L,51.739408144105
PHA2_L,51.04623076576254
V4t_L,50.68203466887031
FST_L,50.44629229776827
V3CD_L,50.06473003940759
LO3_L,50.20044541875054
VMV2_L,51.65865041494585
31pd_L,50.66745472888404
31a_L,50.51730580026555
VVC_L,51.67316740905052
25_L,51.539566695116136
s32_L,51.365214548399656
pOFC_L,50.80117077143373
PoI1_L,48.656224459615494
Ig_L,49.932330736146554
FOP5_L,50.20106777320194
p10p_L,47.511556818335094
p47r_L,48.055222204037946
TGv_L,50.66327892827178
MBelt_L,50.36913613221679
LBelt_L,50.216882368718764
A4_L,49.365048875808746
STSva_L,49.185161142060316
TE1m_L,49.40539813536563
PI_L,49.13506338506851
a32pr_L,50.36984632766296
p24_L,49.31728158988634
V1_R,50.45610808584045
MST_R,50.65518077071764
V6_R,49.356046515409034
V2_R,50.66511426317403
V3_R,50.865798338039326
V4_R,51.04353535209967
V8_R,51.12583932405516
4_R,51.380958779977675
3b_R,48.595175922319626
FEF_R,50.698076077030166
PEF_R,49.89404426177754
55b_R,50.57065173749252
V3A_R,50.62989161857025
RSC_R,50.550556358368205
POS2_R,50.64708188478228
V7_R,51.053256661349316
IPS1_R,50.78248069103888
FFC_R,51.53501549010915
V3B_R,50.382187887282704
LO1_R,50.32464387678088
LO2_R,50.86438791851457
PIT_R,51.261980947264895
MT_R,50.69718878325472
A1_R,50.315620216258374
PSL_R,49.550364955627344
SFL_R,49.96134046694077
PCV_R,49.55141761096746
STV_R,50.047314706746164
7Pm_R,49.84626298501301
7m_R,49.7284177322386
POS1_R,51.23525466151589
23d_R,49.279219918930586
v23ab_R,50.347692777340605
d23ab_R,50.46764343034664
31pv_R,50.0767452131249
5m_R,50.80490951033254
5mv_R,49.64638132996847
23c_R,49.67335583245177
5L_R,50.04681229391675
24dd_R,50.310027703586194
24dv_R,49.59074551793097
7AL_R,50.62327347762864
SCEF_R,49.6898536959251
6ma_R,50.56737375297765
7Am_R,49.81210503886517
7Pl_R,50.22803564346288
7PC_R,51.01675910808103
LIPv_R,50.71991328106478
VIP_R,50.705836407099746
MIP_R,50.854954801597714
1_R,50.77942386074813
2_R,51.01334602585561
3a_R,49.724159619033365
6d_R,50.867440571339486
6mp_R,50.73572762659886
6v_R,49.68060456853469
p24pr_R,48.59028527439383
33pr_R,48.49974875604005
a24pr_R,48.65863124717564
p32pr_R,49.562431607035094
a24_R,48.84213230497561
d32_R,48.41683331208296
8BM_R,49.15931010733728
p32_R,48.671047734732156
10r_R,49.06435864495601
47m_R,49.74355417355738
8Av_R,50.30338570796747
8Ad_R,50.13509874496706
9m_R,47.84708021842323
8BL_R,49.61562172622371
9p_R,48.99723101064291
10d_R,47.8149681662957
8C_R,50.36121580249647
44_R,49.68060354478206
45_R,49.41165616137843
47l_R,49.401718065013526
a47r_R,48.78130036932892
6r_R,49.261763635171455
IFJa_R,50.05894570499422
IFJp_R,50.20525933089635
IFSp_R,49.61400456869451
IFSa_R,48.697526390941086
p9-46v_R,49.7514451518263
46_R,48.958446064125816
a9-46v_R,48.577280242347115
9-46d_R,48.68761277644838
9a_R,48.4982039355366
10v_R,49.15510485395614
a10p_R,48.38939637865391
10pp_R,49.1816001714468
11l_R,50.26461984238673
13l_R,50.767270836222956
OFC_R,51.94623234817165
47s_R,49.27987820953047
LIPd_R,50.58198367418066
6a_R,50.60461919536971
i6-8_R,50.318255471658894
s6-8_R,50.65224985079328
43_R,50.251363304726915
OP4_R,50.11635413335595
OP1_R,50.472585077483565
OP2-3_R,50.855956793081944
52_R,49.28606029295596
RI_R,49.75792672667893
PFcm_R,50.39353167615129
PoI2_R,49.20940426148833
TA2_R,48.520732129727186
FOP4_R,49.58688302524234
MI_R,48.782964297390876
Pir_R,48.135532719776265
AVI_R,49.591598495757296
AAIC_R,48.340141130131535
FOP1_R,49.85233036698262
FOP3_R,50.012391680320995
FOP2_R,50.27278294243879
PFt_R,49.853928735780435
AIP_R,50.53188732055648
EC_R,50.35047503504444
PreS_R,49.077717130082085
H_R,50.320955199200625
ProS_R,50.27046832470816
PeEc_R,51.40549300205395
STGa_R,49.48480398178175
PBelt_R,49.5893138673815
A5_R,50.72119501070561
PHA1_R,50.97274274034796
PHA3_R,51.31048617972778
STSda_R,51.01076687224709
STSdp_R,50.86798659955876
STSvp_R,49.49679467447248
TGd_R,49.57080813930605
TE1a_R,49.65224327827622
TE1p_R,49.85755135221869
TE2a_R,50.16809082100977
TF_R,51.803185365112384
TE2p_R,50.96191503184884
PHT_R,49.81398715133299
PH_R,50.741744227670345
TPOJ1_R,50.15822037415237
TPOJ2_R,50.064044290757074
TPOJ3_R,50.3743848051574
DVT_R,49.74963702210716
PGp_R,50.30363586934715
IP2_R,49.826547957900395
IP1_R,49.87584440236024
IP0_R,49.46646289027984
PFop_R,50.074434492778714
PF_R,50.38109032401553
PFm_R,50.16446368109108
PGi_R,50.178578249140386
PGs_R,50.59206040144682
V6A_R,49.940924286298525
VMV1_R,51.68011886269644
VMV3_R,51.05548372423726
PHA2_R,51.98762320483658
V4t_R,50.626610101100574
FST_R,50.48482871564755
V3CD_R,50.33203734201851
LO3_R,50.30525898333077
VMV2_R,51.61565454074787
31pd_R,49.55986754233956
31a_R,49.74634101380378
VVC_R,51.46444422057936
25_R,50.940017580857415
s32_R,50.699131839437825
pOFC_R,50.455036009865935
PoI1_R,49.635269082963696
Ig_R,50.82486680229115
FOP5_R,49.945880624123866
p10p_R,48.56608858806456
p47r_R,48.543275812496525
TGv_R,50.85812206818292
MBelt_R,49.77401340612712
LBelt_R,49.954964772557425
A4_R,49.65330479982374
STSva_R,49.868188595098765
TE1m_R,49.79344327262154
PI_R,48.41422606913166
a32pr_R,49.10355128003059
p24_R,48.185259146196614
