region,isovf
V1_L,0.08888923650792192
MST_L,0.07229305659407903
V6_L,0.08730462249821573
V2_L,0.07637313671217577
V3_L,0.07007640717724836
V4_L,0.06925215009925892
V8_L,0.04790899257251524
4_L,0.0951252411005728
3b_L,0.12719082604653129
FEF_L,0.09038626419744854
PEF_L,0.09560759720456569
55b_L,0.09070417855092693
V3A_L,0.09075601385758479
RSC_L,0.06164687638052552
POS2_L,0.08239095732703598
V7_L,0.12474711830961416
IPS1_L,0.11899512660715338
FFC_L,0.06781068794460837
V3B_L,0.08787396171593205
LO1_L,0.06753561943260966
LO2_L,0.057324196626883095
PIT_L,0.06096075901352161
MT_L,0.07483875800085694
A1_L,0.12026731891964308
PSL_L,0.07820588502161123
SFL_L,0.06933647456121957
PCV_L,0.05735704339497563
STV_L,0.0707767841646864
7Pm_L,0.07001506699591116
7m_L,0.058620621448712794
POS1_L,0.05828483895512903
23d_L,0.06854421949628815
v23ab_L,0.048420618359780905
d23ab_L,0.050344767850483314
31pv_L,0.05013644537827612
5m_L,0.06659509481939069
5mv_L,0.06016952319947682
23c_L,0.07707576474170112
5L_L,0.0673889931036031
24dd_L,0.05992115637913441
24dv_L,0.06219508938695286
7AL_L,0.08919814256030262
SCEF_L,0.052123967123733954
6ma_L,0.09586515144861227
7Am_L,0.06915352832200221
7Pl_L,0.08370218190701346
7PC_L,0.10020599948127447
LIPv_L,0.11588715080129124
VIP_L,0.09115411142659838
MIP_L,0.1000811297703456
1_L,0.09926526831558465
2_L,0.11101298968068267
3a_L,0.1510106975601413
6d_L,0.08979428640208093
6mp_L,0.08443802266438301
6v_L,0.07592722300051656
p24pr_L,0.0678185242971721
33pr_L,0.05696665253153763
a24pr_L,0.05724195973261049
p32pr_L,0.0489903421895729
a24_L,0.06953116150535803
d32_L,0.04270084527681401
8BM_L,0.038797596886617644
p32_L,0.06501972374393518
10r_L,0.08652820340457712
47m_L,0.14473203500491594
8Av_L,0.09978878374585597
8Ad_L,0.10289875838227835
9m_L,0.04914773774375945
8BL_L,0.08604054969014276
9p_L,0.10287209946674629
10d_L,0.08753622716359227
8C_L,0.10003670378465639
44_L,0.09060106227369032
45_L,0.095465104220269
47l_L,0.10874692064045673
a47r_L,0.10727060524987075
6r_L,0.08704923747081857
IFJa_L,0.09567152936276253
IFJp_L,0.09148365240939071
IFSp_L,0.09826369597031202
IFSa_L,0.09822397343940055
p9-46v_L,0.09805414308488927
46_L,0.09004920254782163
a9-46v_L,0.10233380399008153
9-46d_L,0.09237058893551017
9a_L,0.10732973426611372
10v_L,0.1317058370539887
a10p_L,0.11497636910371273
10pp_L,0.1393856333345159
11l_L,0.13023013218943924
13l_L,0.17221522204990175
OFC_L,0.1924068224104645
47s_L,0.13618703127574444
LIPd_L,0.1129780018244662
6a_L,0.11376117563374148
i6-8_L,0.09356937943182524
s6-8_L,0.12000858397744199
43_L,0.091082977711697
OP4_L,0.07449557207415843
OP1_L,0.07235858895417102
OP2-3_L,0.08985427525956538
52_L,0.10869282778085737
RI_L,0.0997322334029771
PFcm_L,0.08156387858212011
PoI2_L,0.11114407568580136
TA2_L,0.080588071735813
FOP4_L,0.07552113445185693
MI_L,0.09716549560631263
Pir_L,0.13428576772764844
AVI_L,0.11385751646309766
AAIC_L,0.1242512321182295
FOP1_L,0.07337797318889756
FOP3_L,0.08265311813737992
FOP2_L,0.0671422277395547
PFt_L,0.08243320499423
AIP_L,0.1001815213302681
EC_L,0.1544144701472463
PreS_L,0.1498413162521426
H_L,0.11592917719348209
ProS_L,0.06875878781424213
PeEc_L,0.13679899978486687
STGa_L,0.10095881276364377
PBelt_L,0.09234282999936685
A5_L,0.09633408131772887
PHA1_L,0.08744851200169092
PHA3_L,0.07203651376592371
STSda_L,0.10488567350776772
STSdp_L,0.08123499363356007
STSvp_L,0.06530541924617568
TGd_L,0.12077118710254275
TE1a_L,0.08912763507686898
TE1p_L,0.05665776406112298
TE2a_L,0.10203766818489879
TF_L,0.11683668028198212
TE2p_L,0.07846444700162936
PHT_L,0.05379368393675157
PH_L,0.0465144988782602
TPOJ1_L,0.07172885240564673
TPOJ2_L,0.05881437671804688
TPOJ3_L,0.07628790781048439
DVT_L,0.06054693127064281
PGp_L,0.06983406814036187
IP2_L,0.0803992422747954
IP1_L,0.07538100053641632
IP0_L,0.05098750482007407
PFop_L,0.07974154521653781
PF_L,0.08140798346920035
PFm_L,0.07647215322508019
PGi_L,0.06552020059096023
PGs_L,0.07411326666692593
V6A_L,0.08393467790605595
VMV1_L,0.07171561685108117
VMV3_L,0.0493457392000937
PHA2_L,0.07309986035269618
V4t_L,0.0641152354387427
FST_L,0.05420581579901507
V3CD_L,0.07266661350914441
LO3_L,0.06292815464187708
VMV2_L,0.06425302604452614
31pd_L,0.05167991726004308
31a_L,0.05260241550348506
VVC_L,0.068209889148196
25_L,0.11552855269712832
s32_L,0.09877446393905905
pOFC_L,0.18447920470423396
PoI1_L,0.10099054941959425
Ig_L,0.10255126679284199
FOP5_L,0.08769360528487503
p10p_L,0.12845510139762867
p47r_L,0.10403318496766409
TGv_L,0.13119537770559153
MBelt_L,0.09862669240890105
LBelt_L,0.1086965315168813
A4_L,0.09231633394392846
STSva_L,0.08610669637661705
TE1m_L,0.07453027721906998
PI_L,0.09196509729137832
a32pr_L,0.04485063465293562
p24_L,0.050429869588238196
V1_R,0.09771405306557472
MST_R,0.06378002083692942
V6_R,0.11728797585647587
V2_R,0.08707393477341781
V3_R,0.07135638652893693
V4_R,0.059092224270490684
V8_R,0.06021417594134285
4_R,0.08299925061031932
3b_R,0.16274052623761326
FEF_R,0.08130086343080119
PEF_R,0.08527109775892668
55b_R,0.07232577550144119
V3A_R,0.07220685091543208
RSC_R,0.11976291061623423
POS2_R,0.07649315343310878
V7_R,0.05691885733213859
IPS1_R,0.054653929991865545
FFC_R,0.05343686494051505
V3B_R,0.06158610355154188
LO1_R,0.05923422655743025
LO2_R,0.053581572013789255
PIT_R,0.04550675088005084
MT_R,0.05695607723833657
A1_R,0.1366718117270821
PSL_R,0.062242407409620594
SFL_R,0.0870191942909206
PCV_R,0.09450754908324309
STV_R,0.05149162777576438
7Pm_R,0.08402450995772355
7m_R,0.09290993647305135
POS1_R,0.05877482523338964
23d_R,0.11985216068281927
v23ab_R,0.09338640086896917
d23ab_R,0.0865497083643754
31pv_R,0.0841146878376332
5m_R,0.10282210413001343
5mv_R,0.11315180042850431
23c_R,0.08338956591632374
5L_R,0.09392103736474496
24dd_R,0.11597020552920416
24dv_R,0.11668072961627222
7AL_R,0.07285312510044109
SCEF_R,0.11643149518298868
6ma_R,0.07434006528312109
7Am_R,0.08502532502864152
7Pl_R,0.07582231670429758
7PC_R,0.06305071447615904
LIPv_R,0.06831658016995872
VIP_R,0.07180360788425189
MIP_R,0.056823952468646036
1_R,0.07869098484113397
2_R,0.06484698818344159
3a_R,0.12507578129733163
6d_R,0.08403687785543718
6mp_R,0.08501315277211395
6v_R,0.07483129886143282
p24pr_R,0.1105330203221836
33pr_R,0.12385094127770939
a24pr_R,0.10704622262971997
p32pr_R,0.11005995406714791
a24_R,0.10311776470417079
d32_R,0.10290380701887825
8BM_R,0.10858415832188512
p32_R,0.11351858861817062
10r_R,0.14592880712066947
47m_R,0.13681073293494442
8Av_R,0.0805814040470576
