region,myl
V1_L,2.0870421499999994
MST_L,1.8941108973684213
V6_L,1.987367244736842
V2_L,2.027442128947368
V3_L,1.9707806815789473
V4_L,1.9179401815789472
V8_L,1.9172768868421053
4_L,2.137312836842105
3b_L,2.0724333368421055
FEF_L,1.9156934578947367
PEF_L,1.9048274105263154
55b_L,1.8786105815789473
V3A_L,1.9540170447368421
RSC_L,2.2170619842105257
POS2_L,1.876975002631579
V7_L,1.923932797368421
IPS1_L,1.825669452631579
FFC_L,1.8165938736842107
V3B_L,1.8753919500000003
LO1_L,1.8210092500000001
LO2_L,1.82131505
PIT_L,1.8163120921052627
MT_L,1.883078542105263
A1_L,2.374478584210526
PSL_L,1.771753494736842
SFL_L,1.667740439473684
PCV_L,1.7351670710526315
STV_L,1.7686772315789476
7Pm_L,1.7262691105263157
7m_L,1.8045262684210528
POS1_L,1.9205670657894738
23d_L,1.8114888789473682
v23ab_L,1.9050444026315787
d23ab_L,1.8902918815789473
31pv_L,1.8060007105263158
5m_L,1.9169103289473683
5mv_L,1.7370043131578945
23c_L,1.7110439210526314
5L_L,1.718450197368421
24dd_L,1.8904436236842104
24dv_L,1.745389171052632
7AL_L,1.7003507736842105
SCEF_L,1.7477294394736844
6ma_L,1.689761892105263
7Am_L,1.6742788368421053
7Pl_L,1.7522145078947369
7PC_L,1.7905138
LIPv_L,1.8413289631578948
VIP_L,1.7584614763157895
MIP_L,1.7886131763157898
1_L,1.9390350289473686
2_L,1.8409699815789475
3a_L,2.081264742105263
6d_L,1.9398343421052633
6mp_L,1.8487121868421055
6v_L,1.9031750947368418
p24pr_L,1.6391382999999997
33pr_L,1.6736978368421052
a24pr_L,1.6056279894736842
p32pr_L,1.6991170342105262
a24_L,1.6386833
d32_L,1.690497234210526
8BM_L,1.7039472157894737
p32_L,1.6856166710526315
10r_L,1.7155806736842107
47m_L,1.930206147368421
8Av_L,1.772282794736842
8Ad_L,1.7343003842105265
9m_L,1.6766229552631582
8BL_L,1.6778018499999998
9p_L,1.7006358342105263
10d_L,1.7264775736842102
8C_L,1.848606381578947
44_L,1.8613841500000003
45_L,1.8929314526315792
47l_L,1.8080489526315786
a47r_L,1.761188134210526
6r_L,1.8517547263157899
IFJa_L,1.922900342105263
IFJp_L,1.8972757894736845
IFSp_L,1.930146586842105
IFSa_L,1.866225418421053
p9-46v_L,1.8388222736842104
46_L,1.7595241894736844
a9-46v_L,1.816741392105263
9-46d_L,1.7664633342105265
9a_L,1.7324896368421052
10v_L,1.652997744736842
a10p_L,1.7802308157894735
10pp_L,1.7165599815789474
11l_L,1.7364105131578946
13l_L,1.7627102210526315
