region,myl
OFC_L,1.6997522999999997
47s_L,1.7621053184210522
LIPd_L,1.8313721078947371
6a_L,1.8017176973684215
i6-8_L,1.7918905578947366
s6-8_L,1.7067165868421057
43_L,1.9002355789473686
OP4_L,1.864427886842105
OP1_L,1.9425081973684213
OP2-3_L,1.953389044736842
52_L,1.8864278447368419
RI_L,2.032574781578947
PFcm_L,1.871878394736842
PoI2_L,1.7493492736842107
TA2_L,1.8516734394736842
FOP4_L,1.7808995578947369
MI_L,1.6758072763157894
Pir_L,1.9483746473684211
AVI_L,1.7828828315789473
AAIC_L,1.6897648842105266
FOP1_L,1.84147942368421
FOP3_L,1.7612305999999998
FOP2_L,1.8231662763157892
PFt_L,1.7810482842105262
AIP_L,1.7997866184210527
EC_L,1.8621572026315794
PreS_L,2.271852181578947
H_L,1.8519120131578948
ProS_L,1.936476047368421
PeEc_L,1.6392031315789475
STGa_L,1.6806976368421054
PBelt_L,2.072954702631579
A5_L,1.8697344447368422
PHA1_L,1.8460509131578953
PHA3_L,1.7733856289473682
STSda_L,1.7874235026315792
STSdp_L,1.826165305263158
STSvp_L,1.7613501736842105
TGd_L,1.570666481578947
TE1a_L,1.6932403894736843
TE1p_L,1.6751646552631578
TE2a_L,1.6858546947368422
TF_L,1.7055114473684212
TE2p_L,1.7037873342105265
PHT_L,1.6627347736842104
PH_L,1.726660352631579
TPOJ1_L,1.8190080421052628
TPOJ2_L,1.7838075921052632
TPOJ3_L,1.7468955210526316
DVT_L,1.8423865789473688
PGp_L,1.6842906236842103
IP2_L,1.7836759026315785
IP1_L,1.7744413526315785
IP0_L,1.7704582210526316
PFop_L,1.7936352710526315
PF_L,1.7264231315789473
PFm_L,1.6892368105263158
PGi_L,1.7014688763157892
PGs_L,1.667162486842105
V6A_L,1.8554543763157894
VMV1_L,1.9762823789473682
VMV3_L,1.904301523684211
PHA2_L,1.7235223131578945
V4t_L,1.8256914631578947
FST_L,1.757370515789474
V3CD_L,1.7987890815789473
LO3_L,1.7723679210526315
VMV2_L,1.88408625
31pd_L,1.7824130710526311
31a_L,1.7273136526315789
VVC_L,1.8871162657894744
25_L,1.6902921736842105
s32_L,1.6465051447368422
pOFC_L,1.9752424184210522
PoI1_L,1.7707050026315792
Ig_L,1.8964549342105261
FOP5_L,1.8711870868421054
p10p_L,1.7857834789473683
p47r_L,1.8221477315789476
TGv_L,1.5784816236842107
MBelt_L,2.1799970605263153
LBelt_L,2.2056172236842104
A4_L,1.960051589473684
STSva_L,1.7535377657894737
TE1m_L,1.7404617026315792
PI_L,1.7294628684210527
a32pr_L,1.6836637315789473
p24_L,1.6189228236842106
V1_R,2.2123292368421055
MST_R,2.0526528763157894
V6_R,2.1271511447368416
V2_R,2.1535330000000004
V3_R,2.083935313157895
V4_R,2.046358828947368
V8_R,2.0608322078947365
4_R,2.1220616999999997
3b_R,2.067542455263158
FEF_R,1.8369443447368425
PEF_R,1.78538145
55b_R,1.7862710868421054
V3A_R,2.069961223684211
RSC_R,2.281435644736842
POS2_R,1.9794152184210525
V7_R,2.0222343499999993
IPS1_R,1.9311907078947372
FFC_R,1.9568982447368424
V3B_R,2.018889218421053
LO1_R,1.9533115868421054
LO2_R,1.9452190605263153
PIT_R,1.9583229947368423
MT_R,2.021090528947368
A1_R,2.274957907894737
PSL_R,1.7516537368421057
SFL_R,1.6388057000000003
PCV_R,1.7913784236842105
STV_R,1.8082202605263158
7Pm_R,1.7869090631578946
7m_R,1.8753831105263157
POS1_R,2.03789882631579
23d_R,1.828431634210526
v23ab_R,2.002528684210526
d23ab_R,1.929067792105263
31pv_R,1.882397992105263
5m_R,1.9587349868421051
5mv_R,1.802236255263158
23c_R,1.7496493710526315
5L_R,1.7732854736842107
24dd_R,1.908186868421053
24dv_R,1.7639744842105265
7AL_R,1.7621995763157896
SCEF_R,1.7304437815789473
6ma_R,1.6672684921052632
7Am_R,1.7361461815789476
7Pl_R,1.8360709131578945
7PC_R,1.8218039552631582
LIPv_R,1.9141686236842108
VIP_R,1.8519145052631583
MIP_R,1.8861824315789477
1_R,1.9406099789473688
2_R,1.8656542315789475
3a_R,2.0621492973684203
6d_R,1.909458081578947
6mp_R,1.8483689289473682
6v_R,1.768009434210526
p24pr_R,1.6542284131578946
33pr_R,1.6685103236842105
a24pr_R,1.6027480078947365
p32pr_R,1.6765659184210526
a24_R,1.5829785815789474
d32_R,1.6286055578947372
8BM_R,1.663239965789474
p32_R,1.6100224263157894
10r_R,1.6624698421052635
47m_R,1.8746099947368424
8Av_R,1.6889642157894733
8Ad_R,1.6664291842105263
9m_R,1.6145816105263158
8BL_R,1.6272559105263158
9p_R,1.6224073342105265
10d_R,1.6460177184210527
8C_R,1.7357624263157896
44_R,1.7266026236842107
45_R,1.7420904394736845
47l_R,1.713562665789474
a47r_R,1.6528576736842104
6r_R,1.7078422026315787
IFJa_R,1.8084162105263157
IFJp_R,1.7895658605263158
IFSp_R,1.7954173236842101
IFSa_R,1.717388207894737
p9-46v_R,1.7070041736842108
46_R,1.6477695315789473
a9-46v_R,1.6824499605263157
9-46d_R,1.6520782210526317
9a_R,1.6352896447368424
10v_R,1.618751205263158
a10p_R,1.6566017868421055
10pp_R,1.6435642763157894
11l_R,1.6469686157894738
13l_R,1.6906649263157896
OFC_R,1.6320238894736843
47s_R,1.7360519131578946
LIPd_R,1.8816890710526315
6a_R,1.7586587789473684
i6-8_R,1.7051391736842103
s6-8_R,1.6406754552631575
43_R,1.7963706394736842
OP4_R,1.7944831315789471
OP1_R,1.9208785473684211
OP2-3_R,1.9084863526315787
52_R,1.8869848263157896
RI_R,2.02743762631579
PFcm_R,1.868326918421053
PoI2_R,1.7226767210526317
TA2_R,1.735311818421053
FOP4_R,1.6827785999999998
MI_R,1.6111564736842106
Pir_R,1.8981336394736843
AVI_R,1.7385294973684216
AAIC_R,1.6391870842105265
FOP1_R,1.7075098578947365
FOP3_R,1.6825449868421052
FOP2_R,1.7403316131578945
PFt_R,1.7411926684210528
AIP_R,1.8329872657894741
EC_R,1.8603379500000001
PreS_R,2.301182344736842
H_R,1.8316946657894737
ProS_R,2.038942513157895
PeEc_R,1.6182592973684211
STGa_R,1.5583988315789472
PBelt_R,1.9943241421052638
A5_R,1.8062008289473686
PHA1_R,1.9013371894736841
PHA3_R,1.8463924684210526
STSda_R,1.6729188657894738
STSdp_R,1.8206486868421052
STSvp_R,1.7465259815789476
TGd_R,1.5264351947368422
TE1a_R,1.5577128
TE1p_R,1.7205085894736845
TE2a_R,1.6004536657894737
TF_R,1.6920836131578951
TE2p_R,1.7959915184210526
PHT_R,1.7586685210526314
PH_R,1.8674995684210525
TPOJ1_R,1.858978805263158
TPOJ2_R,1.8716963052631581
TPOJ3_R,1.871309281578947
DVT_R,1.9896459684210523
PGp_R,1.804233439473684
IP2_R,1.8204176710526316
IP1_R,1.8695840921052629
IP0_R,1.9023398315789475
PFop_R,1.733358655263158
PF_R,1.726238602631579
PFm_R,1.7610174394736842
PGi_R,1.795162252631579
PGs_R,1.7822098552631573
V6A_R,1.9637565842105262
VMV1_R,2.157251602631579
VMV3_R,2.053944155263158
PHA2_R,1.7844647894736843
V4t_R,1.9680707710526317
FST_R,1.8941842842105263
V3CD_R,1.9462896078947372
LO3_R,1.9084548947368423
VMV2_R,2.0249810131578947
31pd_R,1.8631215815789475
31a_R,1.7808098842105262
VVC_R,2.0094713
25_R,1.647263205263158
s32_R,1.5775368394736842
pOFC_R,1.8245731815789477
PoI1_R,1.7302442000000002
Ig_R,1.8487101684210523
FOP5_R,1.7663021736842108
p10p_R,1.6815548815789478
p47r_R,1.663667752631579
TGv_R,1.5344410289473682
MBelt_R,2.1298362684210526
LBelt_R,2.1177973657894746
A4_R,1.87978635
STSva_R,1.6488372868421053
TE1m_R,1.6643503815789475
PI_R,1.6154070078947367
a32pr_R,1.6295867052631579
p24_R,1.5677968263157898
