region,mkt
5m_R,0.6755072443584108
5mv_R,0.6276908279725447
23c_R,0.5999303983617397
5L_R,0.5999516226409022
24dd_R,0.6787321658853073
24dv_R,0.6554307611464489
7AL_R,0.562680267719099
SCEF_R,0.6554887663964423
6ma_R,0.6141286598144192
7Am_R,0.569109975573433
7Pl_R,0.5636114059563656
7PC_R,0.5747733012412773
LIPv_R,0.5916154923239594
VIP_R,0.5715780510756993
MIP_R,0.5706097986555998
1_R,0.6302287333491022
2_R,0.5995918930002263
3a_R,0.6671169525187235
6d_R,0.6454773861077534
6mp_R,0.6379437835955633
6v_R,0.5881708606271673
p24pr_R,0.6274481146858125
33pr_R,0.6713173684830106
a24pr_R,0.6263606146019992
p32pr_R,0.6440748581708434
a24_R,0.6496986804978974
d32_R,0.6140227397838595
8BM_R,0.6259413453270793
p32_R,0.6436359471901083
10r_R,0.6815479523255811
47m_R,0.7189397689388383
8Av_R,0.6060392280790361
8Ad_R,0.6026495042817382
9m_R,0.5913360422733372
8BL_R,0.5713322987427469
9p_R,0.5623346884921456
10d_R,0.5792186683561377
8C_R,0.6115778400094419
44_R,0.6124757436119179
45_R,0.6127485951513685
47l_R,0.626643034902331
a47r_R,0.6161522985080659
6r_R,0.6020070229749619
IFJa_R,0.6347912273954468
IFJp_R,0.6208652152064984
IFSp_R,0.6292906258019528
IFSa_R,0.6070076207254339
p9-46v_R,0.5952219726587431
46_R,0.5868990713485068
a9-46v_R,0.596140389283725
9-46d_R,0.5800400747663185
9a_R,0.5565672940861058
10v_R,0.7083596369862261
a10p_R,0.6104402708050007
10pp_R,0.6719190214570709
11l_R,0.6854820984489475
13l_R,0.7700294145722854
OFC_R,0.7723608151179275
47s_R,0.6984145595193804
LIPd_R,0.5774565235924511
6a_R,0.6274766733127363
i6-8_R,0.6242794777619272
s6-8_R,0.5998516959415238
43_R,0.616328644807156
OP4_R,0.6039149443279779
OP1_R,0.642531253601028
OP2-3_R,0.6694626034184626
52_R,0.662486403518204
RI_R,0.6451807441458162
PFcm_R,0.5921791490095745
PoI2_R,0.6460562858066066
TA2_R,0.6447347834402818
FOP4_R,0.6520499711977683
MI_R,0.6245761429477455
Pir_R,0.7186182734228975
AVI_R,0.6684995256584056
AAIC_R,0.6547810445828864
FOP1_R,0.6459913823952973
FOP3_R,0.6405512456146408
FOP2_R,0.6476117974890727
PFt_R,0.5563349111591711
AIP_R,0.573809639074348
EC_R,0.774790626609548
PreS_R,0.7756887175322859
H_R,0.6927078208390933
ProS_R,0.6852370272158151
PeEc_R,0.727273517417622
STGa_R,0.5951436272549123
PBelt_R,0.6397080781269017
A5_R,0.5859352352195962
PHA1_R,0.6987821833027109
PHA3_R,0.6581483105842437
STSda_R,0.5998014751220998
STSdp_R,0.586798086645554
STSvp_R,0.5604701681764016
TGd_R,0.6730250185625379
TE1a_R,0.594047990066152
TE1p_R,0.557971824153414
TE2a_R,0.6470382680661015
TF_R,0.7224841179675288
TE2p_R,0.6535443830961021
PHT_R,0.547396887962934
PH_R,0.5825441831308013
TPOJ1_R,0.5675968044949832
TPOJ2_R,0.5632376647982297
TPOJ3_R,0.5611330613585933
DVT_R,0.6120374626773923
PGp_R,0.5468201744970798
IP2_R,0.5626478714829167
IP1_R,0.5601890418763826
IP0_R,0.5651472729293815
PFop_R,0.5586802057696691
PF_R,0.5438900985588971
PFm_R,0.5504901218697023
PGi_R,0.5467689815022542
PGs_R,0.54474938940151
V6A_R,0.5838775862035683
VMV1_R,0.7025142583771543
VMV3_R,0.6487128697828975
PHA2_R,0.6592853688213409
V4t_R,0.5910312488828071
FST_R,0.5691351596948439
V3CD_R,0.5654146005801467
LO3_R,0.5699174026957413
VMV2_R,0.6597824840364283
31pd_R,0.6056826907162043
31a_R,0.6103154191255967
VVC_R,0.6760979734529327
25_R,0.7508447236275962
s32_R,0.7347124487077592
pOFC_R,0.7790424125218939
PoI1_R,0.6439578364130022
Ig_R,0.661183512242569
FOP5_R,0.6684832071886325
p10p_R,0.5959023777220367
p47r_R,0.5882512639413422
TGv_R,0.7189950399416317
MBelt_R,0.7228851454937066
LBelt_R,0.6631164313020105
A4_R,0.5937264527858251
STSva_R,0.5959773729121567
TE1m_R,0.5776310484216198
PI_R,0.6352167005821947
a32pr_R,0.6238318716812805
p24_R,0.6112189865920334
