region,rk
V1_L,0.6746995122364796
MST_L,0.6103639165769095
V6_L,0.6033366970864533
V2_L,0.6600154707061381
V3_L,0.637920670887067
V4_L,0.6331134015751547
V8_L,0.6524425728090705
4_L,0.6913315483665845
3b_L,0.6304811185830687
FEF_L,0.6111757203877178
PEF_L,0.5916661502151644
55b_L,0.6021572018662105
V3A_L,0.6140421396857197
RSC_L,0.7455776828555345
POS2_L,0.6274222327489204
V7_L,0.6363119471723359
IPS1_L,0.6089717203569185
FFC_L,0.6430632883621745
V3B_L,0.5936772014349847
LO1_L,0.5876544482693097
LO2_L,0.6057541562395087
PIT_L,0.6236196859661195
MT_L,0.6101979790298678
A1_L,0.7240243951906
PSL_L,0.5696656556786195
SFL_L,0.584162035805478
PCV_L,0.5784614919030623
STV_L,0.5804747368174717
7Pm_L,0.5746129608680383
7m_L,0.6029067330517953
POS1_L,0.6684344080835088
23d_L,0.6494603230877324
v23ab_L,0.6542816175984264
d23ab_L,0.6551913030468268
31pv_L,0.6084274295432825
5m_L,0.6567760994860281
5mv_L,0.5856705162733369
23c_L,0.58817289303656
5L_L,0.5783469608206865
24dd_L,0.6610524174308048
24dv_L,0.6217271647361814
7AL_L,0.5852844061418354
SCEF_L,0.6162352762941117
6ma_L,0.5991339755980841
7Am_L,0.5649966674982552
7Pl_L,0.5839115243747358
7PC_L,0.5988748094596023
LIPv_L,0.6327776120862177
VIP_L,0.5962414128912189
MIP_L,0.6054179229955827
1_L,0.6316627991042761
2_L,0.6267115203529203
3a_L,0.6500492779957167
6d_L,0.6289091256686078
6mp_L,0.6248795877188722
6v_L,0.5794973125164485
p24pr_L,0.6139729721803459
33pr_L,0.6680407074697815
a24pr_L,0.5906526391726945
p32pr_L,0.6106190917197698
a24_L,0.6395359609041096
d32_L,0.5711294200369009
8BM_L,0.5808138071242807
p32_L,0.618271120062518
10r_L,0.6591455532330377
47m_L,0.6963987692208246
8Av_L,0.5833807417743107
8Ad_L,0.5764085709303348
9m_L,0.5464057278200279
8BL_L,0.5592073238327832
9p_L,0.5513646748967852
10d_L,0.5498547615236152
8C_L,0.6013278319133095
44_L,0.5999873808200062
45_L,0.6160053324747986
47l_L,0.6155142133103444
a47r_L,0.5862882762260163
6r_L,0.5840275009554263
IFJa_L,0.6087131052641241
IFJp_L,0.6082938015823472
IFSp_L,0.5861032695719963
IFSa_L,0.5727261708247423
p9-46v_L,0.5785353848902538
46_L,0.5532246705118539
a9-46v_L,0.5657876252513357
9-46d_L,0.5559191418708241
9a_L,0.5468995519150747
10v_L,0.7008616356730653
a10p_L,0.5772760118490784
10pp_L,0.6376171462468727
11l_L,0.662229279866082
13l_L,0.7568669645253147
OFC_L,0.777616833920221
47s_L,0.6848738051931225
